id1,id2,weight
latin pop,latin alternative,1
latin pop,grupera,1
latin pop,salsa,1
latin pop,bachata,1
classic rock,psychedelic rock,1
classic rock,blues rock,1
classic rock,album rock,1
classic rock,progressive rock,1
classic rock,southern rock,1
classic rock,hard rock,1
classic rock,country rock,1
classic rock,rock,1
classic rock,folk rock,1
classic rock,soft rock,1
classic rock,new wave,1
classic rock,glam rock,1
classic rock,blues,1
classic rock,symphonic rock,1
classic rock,art rock,1
classic rock,baroque pop,1
classic rock,singer-songwriter,1
classic rock,roots rock,1
classic rock,glam metal,1
classic rock,folk,1
classic rock,rockabilly,1
filmi,tamil pop,1
filmi,sufi,1
filmi,desi pop,1
filmi,tollywood,1
filmi,kollywood,1
permanent wave,alternative rock,1
permanent wave,britpop,1
permanent wave,madchester,1
permanent wave,new wave,1
permanent wave,punk,1
permanent wave,art rock,1
permanent wave,rock,1
permanent wave,synthpop,1
permanent wave,glam rock,1
permanent wave,garage rock,1
permanent wave,blues rock,1
permanent wave,shoegaze,1
permanent wave,art pop,1
permanent wave,singer-songwriter,1
permanent wave,funk rock,1
permanent wave,grunge,1
permanent wave,indie rock,1
permanent wave,baroque pop,1
permanent wave,post-grunge,1
permanent wave,modern rock,1
permanent wave,classic rock,1
permanent wave,alternative metal,1
permanent wave,trip hop,1
permanent wave,folk rock,1
permanent wave,roots rock,1
permanent wave,dream pop,1
permanent wave,chamber pop,1
permanent wave,skate punk,1
permanent wave,industrial,1
permanent wave,industrial rock,1
permanent wave,pop punk,1
permanent wave,soft rock,1
trap,southern hip hop,1
trap,rap,1
trap,gangster rap,1
trap,melodic rap,1
trap,drill,1
trap,r&b,1
alternative metal,nu metal,1
alternative metal,rap metal,1
alternative metal,metal,1
alternative metal,post-grunge,1
alternative metal,rock,1
alternative metal,hard rock,1
alternative metal,industrial metal,1
alternative metal,industrial rock,1
alternative metal,rap rock,1
alternative metal,industrial,1
alternative metal,groove metal,1
alternative metal,metalcore,1
alternative metal,funk rock,1
alternative metal,alternative rock,1
alternative metal,thrash metal,1
alternative metal,grunge,1
alternative metal,screamo,1
alternative metal,progressive rock,1
alternative metal,speed metal,1
alternative metal,christian alternative rock,1
alternative metal,emo,1
alternative metal,punk,1
alternative metal,skate punk,1
alternative metal,glam metal,1
k-pop,k-rap,1
k-pop,c-pop,1
k-pop,j-pop,1
r&b,new jack swing,1
r&b,quiet storm,1
r&b,neo soul,1
corrido,corridos tumbados,1
corrido,banda,1
canadian pop,funk rock,1
canadian pop,dancehall,1
canadian pop,neo soul,1
canadian pop,eurodance,1
canadian pop,country,1
canadian pop,pop,1
canadian pop,r&b,1
canadian pop,chamber pop,1
canadian pop,rap,1
canadian pop,hip hop,1
canadian pop,vocal jazz,1
canadian pop,jazz,1
norteno,corrido,1
norteno,banda,1
norteno,tejano,1
norteno,grupera,1
norteno,bolero,1
norteno,ranchera,1
norteno,mariachi,1
norteno,mexican hip hop,1
norteno,cumbia sonidera,1
norteno,corridos tumbados,1
sierreno,corrido,1
sierreno,banda,1
sierreno,corridos tumbados,1
sierreno,mariachi,1
sierreno,ranchera,1
sierreno,grupera,1
sierreno,tejano,1
album rock,classic rock,1
album rock,progressive rock,1
album rock,glam rock,1
album rock,rock,1
album rock,hard rock,1
album rock,southern rock,1
album rock,soft rock,1
album rock,new wave,1
album rock,glam metal,1
album rock,symphonic rock,1
album rock,art rock,1
album rock,blues rock,1
album rock,country rock,1
album rock,metal,1
album rock,psychedelic rock,1
album rock,blues,1
album rock,baroque pop,1
soft rock,folk rock,1
soft rock,classic rock,1
soft rock,southern rock,1
soft rock,album rock,1
soft rock,new wave,1
soft rock,progressive rock,1
soft rock,singer-songwriter,1
soft rock,rock,1
soft rock,adult standards,1
soft rock,motown,1
soft rock,glam rock,1
soft rock,country rock,1
soft rock,mariachi,1
soft rock,disco,1
soft rock,folk,1
soft rock,art rock,1
soft rock,symphonic rock,1
soft rock,blues,1
soft rock,baroque pop,1
soft rock,psychedelic rock,1
soft rock,hard rock,1
pop dance,edm,1
pop dance,slap house,1
pop dance,tropical house,1
pop dance,big room,1
pop dance,electro house,1
pop dance,progressive house,1
pop dance,house,1
pop dance,trance,1
pop dance,electronica,1
pop dance,dance pop,1
sad sierreno,corridos tumbados,1
sad sierreno,corrido,1
sad sierreno,banda,1
sad sierreno,trap latino,1
sad sierreno,urbano latino,1
sad sierreno,grupera,1
sad sierreno,mexican hip hop,1
sad sierreno,latin hip hop,1
sad sierreno,mariachi,1
sad sierreno,ranchera,1
edm,electro house,1
edm,big room,1
edm,electronica,1
edm,progressive house,1
edm,slap house,1
edm,trance,1
edm,house,1
edm,tropical house,1
hard rock,glam metal,1
hard rock,glam rock,1
hard rock,classic rock,1
hard rock,album rock,1
hard rock,metal,1
hard rock,speed metal,1
hard rock,rock,1
hard rock,southern rock,1
hard rock,blues rock,1
hard rock,progressive rock,1
hard rock,thrash metal,1
hard rock,groove metal,1
hard rock,rap metal,1
hard rock,grunge,1
hard rock,post-grunge,1
hard rock,industrial metal,1
hard rock,nu metal,1
hard rock,industrial rock,1
hard rock,industrial,1
hard rock,psychedelic rock,1
hard rock,country rock,1
hard rock,power metal,1
hard rock,soft rock,1
hard rock,alternative rock,1
hard rock,new wave,1
hard rock,symphonic metal,1
hard rock,symphonic rock,1
hard rock,art rock,1
hard rock,alternative metal,1
contemporary country,country,1
contemporary country,country rock,1
mellow gold,classic rock,1
mellow gold,soft rock,1
mellow gold,southern rock,1
mellow gold,folk rock,1
mellow gold,singer-songwriter,1
mellow gold,folk,1
mellow gold,album rock,1
mellow gold,new wave,1
mellow gold,country rock,1
mellow gold,mariachi,1
mellow gold,progressive rock,1
mellow gold,symphonic rock,1
mellow gold,art rock,1
mellow gold,blues,1
mellow gold,baroque pop,1
mellow gold,psychedelic rock,1
mellow gold,rock,1
mellow gold,glam rock,1
mellow gold,hard rock,1
mellow gold,blues rock,1
mellow gold,motown,1
mellow gold,roots rock,1
uk pop,hyperpop,1
uk pop,art pop,1
uk pop,pop,1
uk pop,norwegian pop,1
uk pop,tropical house,1
melodic rap,trap,1
melodic rap,rap,1
melodic rap,rage rap,1
melodic rap,cloud rap,1
melodic rap,brooklyn drill,1
melodic rap,emo rap,1
melodic rap,afrobeats,1
modern bollywood,desi pop,1
modern bollywood,sufi,1
modern bollywood,tollywood,1
modern bollywood,tamil pop,1
modern bollywood,kollywood,1
alternative rock,garage rock,1
alternative rock,blues rock,1
alternative rock,rock,1
alternative rock,grunge,1
alternative rock,shoegaze,1
alternative rock,indie rock,1
alternative rock,britpop,1
alternative rock,madchester,1
alternative rock,dream pop,1
alternative rock,new wave,1
alternative rock,punk,1
alternative rock,funk rock,1
alternative rock,art rock,1
alternative rock,post-grunge,1
alternative rock,hard rock,1
alternative rock,art pop,1
alternative rock,singer-songwriter,1
alternative rock,alternative metal,1
alternative rock,nu metal,1
alternative rock,rap metal,1
alternative rock,rap rock,1
alternative rock,modern rock,1
alternative rock,industrial rock,1
alternative rock,industrial,1
alternative rock,industrial metal,1
alternative rock,glam rock,1
alternative rock,chamber pop,1
alternative rock,baroque pop,1
alternative rock,synthpop,1
alternative rock,trip hop,1
alternative rock,downtempo,1
alternative rock,skate punk,1
alternative rock,alternative dance,1
alternative rock,new rave,1
banda,corrido,1
banda,grupera,1
banda,mariachi,1
banda,ranchera,1
banda,mexican hip hop,1
banda,cumbia sonidera,1
banda,tejano,1
banda,corridos tumbados,1
post-grunge,alternative metal,1
post-grunge,rock,1
post-grunge,nu metal,1
post-grunge,hard rock,1
post-grunge,grunge,1
post-grunge,alternative rock,1
post-grunge,industrial rock,1
post-grunge,industrial metal,1
post-grunge,industrial,1
post-grunge,funk rock,1
post-grunge,rap metal,1
post-grunge,metal,1
post-grunge,christian alternative rock,1
post-grunge,metalcore,1
post-grunge,groove metal,1
post-grunge,screamo,1
post-grunge,emo,1
post-grunge,pop punk,1
post-grunge,rap rock,1
post-grunge,southern rock,1
post-grunge,punk,1
corridos tumbados,corrido,1
corridos tumbados,banda,1
sertanejo universitario,sertanejo,1
sertanejo universitario,arrocha,1
sertanejo universitario,agronejo,1
sertanejo universitario,sertanejo tradicional,1
sertanejo universitario,pagode,1
sertanejo universitario,pagode baiano,1
nu metal,alternative metal,1
nu metal,rap metal,1
nu metal,metal,1
nu metal,industrial metal,1
nu metal,industrial rock,1
nu metal,industrial,1
nu metal,rap rock,1
nu metal,groove metal,1
nu metal,hard rock,1
nu metal,thrash metal,1
nu metal,post-grunge,1
nu metal,metalcore,1
nu metal,rock,1
nu metal,speed metal,1
nu metal,funk rock,1
nu metal,screamo,1
nu metal,alternative rock,1
nu metal,grunge,1
nu metal,punk,1
nu metal,skate punk,1
nu metal,progressive rock,1
country,country rock,1
country,southern rock,1
art pop,chamber pop,1
art pop,baroque pop,1
art pop,trip hop,1
art pop,dream pop,1
art pop,hyperpop,1
art pop,alternative r&b,1
art pop,singer-songwriter,1
art pop,indie rock,1
art pop,art rock,1
art pop,shoegaze,1
art pop,electropop,1
art pop,alternative dance,1
art pop,new rave,1
art pop,french pop,1
art pop,downtempo,1
art pop,glam rock,1
atl hip hop,southern hip hop,1
atl hip hop,trap,1
atl hip hop,rap,1
atl hip hop,gangster rap,1
atl hip hop,r&b,1
atl hip hop,melodic rap,1
atl hip hop,quiet storm,1
atl hip hop,rage rap,1
atl hip hop,alternative hip hop,1
atl hip hop,hip hop,1
urban contemporary,r&b,1
urban contemporary,quiet storm,1
urban contemporary,new jack swing,1
urban contemporary,neo soul,1
urban contemporary,east coast hip hop,1
urban contemporary,soul,1
sertanejo,sertanejo tradicional,1
sertanejo,arrocha,1
sertanejo,agronejo,1
sertanejo,pagode,1
southern hip hop,gangster rap,1
southern hip hop,rap,1
southern hip hop,trap,1
southern hip hop,r&b,1
southern hip hop,east coast hip hop,1
southern hip hop,hip hop,1
singer-songwriter,classic rock,1
singer-songwriter,folk rock,1
singer-songwriter,roots rock,1
singer-songwriter,folk,1
singer-songwriter,soft rock,1
singer-songwriter,country rock,1
singer-songwriter,mariachi,1
singer-songwriter,blues,1
singer-songwriter,glam rock,1
singer-songwriter,art rock,1
singer-songwriter,baroque pop,1
singer-songwriter,art pop,1
singer-songwriter,psychedelic rock,1
singer-songwriter,southern rock,1
singer-songwriter,blues rock,1
singer-songwriter,album rock,1
singer-songwriter,progressive rock,1
singer-songwriter,symphonic rock,1
singer-songwriter,chamber pop,1
singer-songwriter,country,1
singer-songwriter,new wave,1
reggaeton colombiano,reggaeton,1
reggaeton colombiano,trap latino,1
reggaeton colombiano,colombian pop,1
reggaeton colombiano,latin pop,1
reggaeton colombiano,urbano latino,1
reggaeton colombiano,latin alternative,1
reggaeton colombiano,bachata,1
reggaeton colombiano,dancehall,1
arrocha,sertanejo,1
arrocha,pagode,1
arrocha,agronejo,1
arrocha,pagode baiano,1
arrocha,sertanejo tradicional,1
arrocha,funk,1
arrocha,funk consciente,1
arrocha,trap funk,1
arrocha,mpb,1
french hip hop,pop urbaine,1
french hip hop,cloud rap,1
colombian pop,latin pop,1
colombian pop,latin alternative,1
colombian pop,ranchera,1
colombian pop,vallenato,1
colombian pop,reggaeton,1
colombian pop,salsa,1
colombian pop,bachata,1
colombian pop,banda,1
colombian pop,mexican indie,1
colombian pop,urbano latino,1
colombian pop,bolero,1
colombian pop,dancehall,1
colombian pop,bossa nova,1
alt z,norwegian pop,1
country road,country,1
country road,country rock,1
mexican pop,latin pop,1
mexican pop,latin alternative,1
mexican pop,grupera,1
mexican pop,latin rock,1
mexican pop,mexican rock,1
mexican pop,mariachi,1
mexican pop,mexican indie,1
mexican pop,colombian pop,1
mexican pop,argentine rock,1
mexican pop,ranchera,1
mexican pop,bolero,1
mexican pop,reggaeton,1
mexican pop,tejano,1
mexican pop,banda,1
mexican pop,cumbia sonidera,1
canadian hip hop,melodic rap,1
canadian hip hop,afrobeats,1
canadian hip hop,underground hip hop,1
canadian hip hop,alternative hip hop,1
j-pop,anime,1
j-pop,j-rock,1
j-pop,art pop,1
j-pop,soul,1
indonesian pop,indonesian indie,1
indonesian pop,worship,1
indonesian pop,dangdut,1
ranchera,mariachi,1
ranchera,bolero,1
ranchera,banda,1
ranchera,corrido,1
ranchera,grupera,1
ranchera,tejano,1
ranchera,latin pop,1
ranchera,mexican rock,1
ranchera,cumbia sonidera,1
ranchera,salsa,1
new wave pop,new wave,1
new wave pop,synthpop,1
new wave pop,soft rock,1
new wave pop,album rock,1
new wave pop,singer-songwriter,1
new wave pop,glam rock,1
new wave pop,disco,1
indietronica,dream pop,1
indietronica,new rave,1
indietronica,alternative dance,1
indietronica,indie rock,1
indietronica,trip hop,1
indietronica,baroque pop,1
indietronica,downtempo,1
indietronica,synthpop,1
indietronica,alternative rock,1
indietronica,art pop,1
indietronica,indie folk,1
indietronica,folk,1
indietronica,chamber pop,1
indietronica,electronica,1
indietronica,modern rock,1
indietronica,shoegaze,1
indietronica,house,1
german hip hop,turkish hip hop,1
german hip hop,cloud rap,1
pop urbaine,cloud rap,1
pop urbaine,drill,1
pop urbaine,afrobeats,1
pop urbaine,dancehall,1
rock en espanol,latin rock,1
rock en espanol,argentine rock,1
rock en espanol,latin alternative,1
rock en espanol,mexican rock,1
rock en espanol,reggae,1
rock en espanol,mexican hip hop,1
rock en espanol,latin hip hop,1
rock en espanol,mexican indie,1
rock en espanol,roots reggae,1
rock en espanol,latin pop,1
rock en espanol,cuarteto,1
rock en espanol,colombian pop,1
rock en espanol,bolero,1
rock en espanol,cumbia sonidera,1
rock en espanol,reggaeton,1
latin alternative,mexican rock,1
latin alternative,latin rock,1
latin alternative,mexican indie,1
latin alternative,argentine rock,1
latin alternative,reggae,1
latin alternative,mexican hip hop,1
latin alternative,latin hip hop,1
latin alternative,roots reggae,1
latin alternative,latin pop,1
latin alternative,cuarteto,1
latin alternative,nu metal,1
latin alternative,rap metal,1
latin alternative,rockabilly,1
latin alternative,reggaeton,1
gangster rap,southern hip hop,1
gangster rap,hardcore hip hop,1
gangster rap,hip hop,1
gangster rap,rap,1
gangster rap,east coast hip hop,1
gangster rap,r&b,1
gangster rap,reggaeton,1
gangster rap,rap rock,1
gangster rap,melodic rap,1
gangster rap,trap,1
soul,motown,1
soul,quiet storm,1
soul,jazz blues,1
soul,blues,1
soul,vocal jazz,1
soul,funk,1
soul,funk rock,1
soul,disco,1
soul,adult standards,1
soul,jazz,1
soul,new jack swing,1
soul,neo soul,1
k-pop boy group,k-pop,1
k-pop boy group,c-pop,1
k-pop boy group,k-rap,1
latin arena pop,latin pop,1
latin arena pop,mexican rock,1
latin arena pop,mariachi,1
latin arena pop,latin alternative,1
latin arena pop,latin rock,1
latin arena pop,ranchera,1
latin arena pop,bolero,1
latin arena pop,grupera,1
latin arena pop,argentine rock,1
latin arena pop,mexican indie,1
latin arena pop,singer-songwriter,1
chicago rap,drill,1
chicago rap,melodic rap,1
chicago rap,neo soul,1
chicago rap,alternative r&b,1
chicago rap,southern hip hop,1
chicago rap,hardcore hip hop,1
chicago rap,hip hop,1
chicago rap,underground hip hop,1
italian pop,trap,1
heartland rock,classic rock,1
heartland rock,southern rock,1
heartland rock,folk rock,1
heartland rock,soft rock,1
heartland rock,singer-songwriter,1
heartland rock,country rock,1
heartland rock,blues rock,1
heartland rock,progressive rock,1
heartland rock,album rock,1
heartland rock,roots rock,1
heartland rock,mariachi,1
heartland rock,rockabilly,1
heartland rock,folk,1
heartland rock,punk,1
heartland rock,pop punk,1
heartland rock,skate punk,1
heartland rock,country,1
k-pop girl group,k-pop,1
agronejo,sertanejo,1
agronejo,arrocha,1
agronejo,sertanejo tradicional,1
agronejo,funk,1
modern country pop,country,1
modern country pop,country rock,1
electro house,big room,1
electro house,edm,1
electro house,electronica,1
electro house,house,1
electro house,progressive house,1
electro house,tech house,1
electro house,trance,1
electro house,slap house,1
latin hip hop,reggaeton,1
latin hip hop,urbano latino,1
latin hip hop,trap latino,1
latin hip hop,latin alternative,1
latin hip hop,bachata,1
latin hip hop,mexican hip hop,1
latin hip hop,southern hip hop,1
latin hip hop,gangster rap,1
latin hip hop,rap,1
latin hip hop,mexican rock,1
latin hip hop,latin rock,1
canadian contemporary r&b,alternative r&b,1
canadian contemporary r&b,indie r&b,1
canadian contemporary r&b,pinoy hip hop,1
canadian contemporary r&b,alternative hip hop,1
canadian contemporary r&b,neo soul,1
pop punk,acoustic pop,1
pop punk,punk,1
pop punk,emo,1
pop punk,screamo,1
pop punk,metalcore,1
pop punk,skate punk,1
pop punk,metal,1
neo mellow,acoustic pop,1
neo mellow,singer-songwriter,1
neo mellow,post-grunge,1
neo mellow,pop rock,1
neo mellow,folk,1
neo mellow,indie folk,1
neo mellow,folk rock,1
neo mellow,pop punk,1
neo mellow,emo,1
neo mellow,vocal jazz,1
neo mellow,jazz,1
neo mellow,jazz blues,1
neo mellow,baroque pop,1
pop rock,post-grunge,1
pop rock,alternative rock,1
pop rock,grunge,1
pop rock,pop punk,1
pop rock,singer-songwriter,1
pop rock,emo,1
pop rock,nu metal,1
pop rock,punk,1
pop rock,funk rock,1
pop rock,rap rock,1
latin rock,argentine rock,1
latin rock,latin alternative,1
latin rock,mexican rock,1
latin rock,reggae,1
latin rock,mexican indie,1
latin rock,roots reggae,1
latin rock,latin pop,1
latin rock,mexican hip hop,1
latin rock,latin hip hop,1
latin rock,cuarteto,1
latin rock,colombian pop,1
latin rock,funk rock,1
latin rock,garage rock,1
latin rock,singer-songwriter,1
punjabi pop,punjabi hip hop,1
punjabi pop,desi hip hop,1
punjabi pop,hindi hip hop,1
punjabi pop,desi pop,1
rap metal,nu metal,1
rap metal,alternative metal,1
rap metal,metal,1
rap metal,industrial metal,1
rap metal,industrial rock,1
rap metal,industrial,1
rap metal,hard rock,1
rap metal,rap rock,1
rap metal,groove metal,1
rap metal,thrash metal,1
rap metal,rock,1
rap metal,speed metal,1
rap metal,funk rock,1
rap metal,grunge,1
rap metal,emo,1
rap metal,metalcore,1
rap metal,shoegaze,1
rap metal,christian alternative rock,1
rap metal,screamo,1
rap metal,southern hip hop,1
rap metal,opm,1
rap metal,pinoy hip hop,1
trap argentino,trap,1
trap argentino,trap latino,1
trap argentino,urbano latino,1
trap argentino,cuarteto,1
trap argentino,hyperpop,1
trap argentino,latin hip hop,1
trap argentino,reggaeton,1
new romantic,new wave,1
new romantic,synthpop,1
new romantic,glam rock,1
new romantic,industrial,1
new romantic,industrial rock,1
new romantic,art rock,1
new romantic,art pop,1
new romantic,soft rock,1
new romantic,madchester,1
new romantic,classic rock,1
new romantic,alternative dance,1
new wave,synthpop,1
new wave,madchester,1
new wave,industrial,1
new wave,industrial rock,1
new wave,glam rock,1
new wave,art rock,1
new wave,dream pop,1
new wave,alternative dance,1
new wave,art pop,1
new wave,classic rock,1
new wave,britpop,1
new wave,shoegaze,1
new wave,industrial metal,1
new wave,punk,1
new wave,hard rock,1
new wave,glam metal,1
new wave,soft rock,1
uk dance,dance pop,1
uk dance,house,1
uk dance,tech house,1
uk dance,tropical house,1
uk dance,progressive house,1
uk dance,deep house,1
uk dance,edm,1
uk dance,chill house,1
slap house,big room,1
slap house,edm,1
slap house,electro house,1
slap house,electronica,1
slap house,trance,1
slap house,house,1
slap house,deep house,1
slap house,tropical house,1
slap house,tech house,1
slap house,chill house,1
slap house,lounge,1
modern alternative rock,modern rock,1
modern alternative rock,blues rock,1
modern alternative rock,post-grunge,1
modern alternative rock,garage rock,1
modern alternative rock,rock,1
modern alternative rock,indie rock,1
modern alternative rock,shoegaze,1
indie pop,bedroom pop,1
indie pop,dream pop,1
indie pop,shoegaze,1
indie pop,chamber pop,1
indie pop,baroque pop,1
indie pop,art pop,1
indie pop,indie rock,1
indie rock,baroque pop,1
indie rock,alternative rock,1
indie rock,indie pop,1
indie rock,shoegaze,1
indie rock,dream pop,1
indie rock,modern rock,1
indie rock,garage rock,1
indie rock,chamber pop,1
indie rock,indie folk,1
indie rock,folk,1
indie rock,alternative dance,1
indie rock,new rave,1
indie rock,art pop,1
indie rock,singer-songwriter,1
indie rock,psychedelic rock,1
house,tech house,1
house,progressive house,1
house,deep house,1
house,electro house,1
house,chill house,1
conscious hip hop,east coast hip hop,1
conscious hip hop,hip hop,1
conscious hip hop,hardcore hip hop,1
conscious hip hop,gangster rap,1
conscious hip hop,underground hip hop,1
conscious hip hop,southern hip hop,1
conscious hip hop,alternative hip hop,1
conscious hip hop,rap,1
conscious hip hop,neo soul,1
conscious hip hop,latin hip hop,1
conscious hip hop,mexican hip hop,1
conscious hip hop,grime,1
conscious hip hop,rap metal,1
conscious hip hop,rap rock,1
conscious hip hop,alternative metal,1
conscious hip hop,nu metal,1
modern country rock,country,1
modern country rock,country rock,1
east coast hip hop,hardcore hip hop,1
east coast hip hop,underground hip hop,1
east coast hip hop,hip hop,1
east coast hip hop,gangster rap,1
east coast hip hop,new jack swing,1
folk rock,country rock,1
folk rock,psychedelic rock,1
folk rock,classic rock,1
folk rock,roots rock,1
folk rock,southern rock,1
folk rock,singer-songwriter,1
folk rock,folk,1
folk rock,soft rock,1
folk rock,progressive rock,1
folk rock,blues rock,1
folk rock,blues,1
folk rock,symphonic rock,1
folk rock,art rock,1
folk rock,baroque pop,1
folk rock,mariachi,1
folk rock,garage rock,1
folk rock,album rock,1
folk rock,glam rock,1
folk rock,rockabilly,1
metal,speed metal,1
metal,thrash metal,1
metal,groove metal,1
metal,power metal,1
metal,symphonic metal,1
metal,rap metal,1
metal,hard rock,1
metal,glam metal,1
metal,rock,1
metal,glam rock,1
metal,album rock,1
metal,nu metal,1
metal,alternative metal,1
metal,progressive rock,1
metal,classic rock,1
metal,metalcore,1
turkish pop,arabesk,1
turkish pop,turkish hip hop,1
bedroom pop,alternative r&b,1
bedroom pop,dream pop,1
bedroom pop,indie pop,1
bedroom pop,indie r&b,1
desi pop,desi hip hop,1
desi pop,hindi hip hop,1
desi pop,punjabi hip hop,1
desi pop,sufi,1
desi pop,punjabi pop,1
italian hip hop,trap,1
hoerspiel,children's music,1
afrobeats,afropop,1
afrobeats,dancehall,1
adult standards,vocal jazz,1
adult standards,jazz,1
adult standards,quiet storm,1
adult standards,easy listening,1
adult standards,rockabilly,1
adult standards,motown,1
adult standards,disco,1
adult standards,baroque pop,1
adult standards,jazz blues,1
adult standards,glam rock,1
post-teen pop,pop,1
post-teen pop,lullaby,1
neo soul,soul,1
neo soul,quiet storm,1
neo soul,r&b,1
neo soul,east coast hip hop,1
neo soul,alternative r&b,1
neo soul,vocal jazz,1
neo soul,pop soul,1
neo soul,hip hop,1
neo soul,jazz blues,1
neo soul,jazz,1
neo soul,blues,1
neo soul,motown,1
neo soul,indie r&b,1
sped up,drill,1
sped up,hyperpop,1
cloud rap,emo rap,1
cloud rap,hyperpop,1
cloud rap,dark trap,1
cloud rap,underground hip hop,1
cloud rap,southern hip hop,1
cloud rap,rage rap,1
cloud rap,melodic rap,1
cloud rap,pop punk,1
cloud rap,rap metal,1
cloud rap,drift phonk,1
viral pop,acoustic pop,1
viral pop,deep house,1
viral pop,pop,1
viral pop,opm,1
talent show,pop,1
talent show,europop,1
spanish pop,singer-songwriter,1
spanish pop,latin rock,1
spanish pop,synthpop,1
spanish pop,latin pop,1
spanish pop,bolero,1
spanish pop,rockabilly,1
spanish pop,latin alternative,1
spanish pop,flamenco urbano,1
punk,skate punk,1
punk,madchester,1
punk,new wave,1
punk,pop punk,1
punk,garage rock,1
punk,glam rock,1
punk,thrash metal,1
punk,speed metal,1
